year,tmID,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,GP,homeW,homeL,awayW,awayL,confW,confL,min,attend,win_pct,points_per_game,points_allowed_per_game,fg_pct,three_pt_pct,ft_pct,total_rebounds_per_game,offensive_rebounds_per_game,defensive_rebounds_per_game,opp_total_rebounds_per_game,opp_offensive_rebounds_per_game,opp_defensive_rebounds_per_game,rebounding_pct,offensive_rebounding_pct,defensive_rebounding_pct,home_win_pct,away_win_pct,conf_win_pct,assists_per_game,turnovers_per_game,assist_to_turnover,blocks_per_game,steals_per_game,team_points_mean,team_points_max,team_points_std,team_assists_mean,team_assists_sum,team_rebounds_mean,team_rebounds_sum,team_steals_mean,team_steals_sum,team_blocks_mean,team_blocks_sum,team_minutes_sum,team_minutes_mean,made_playoffs_next_season
7,SAC,WE,2,Y,W,W,L,919,2190,542,741,157,461,418,720,1138,509,670,330,542,88,2537,872,2021,504,661,156,507,294,725,1019,507,687,244,633,143,2404,21,13,34,14,3,7,10,10,10,6875,147739,0.62,74.62,70.71,0.42,0.34,0.73,33.47,12.29,21.18,29.97,8.65,21.32,0.53,0.37,0.71,0.82,0.41,0.5,14.97,15.94,0.94,2.59,9.71,203.6,407,117.33,45.7,457,96.8,968,26.8,268,7.0,70,5710,571.0,1
8,SAC,WE,3,Y,L,,,901,2214,572,745,153,429,452,723,1175,537,642,325,611,101,2527,891,2081,512,664,186,547,308,718,1026,542,689,274,649,141,2480,19,15,34,12,5,7,10,12,10,6950,142575,0.56,74.32,72.94,0.41,0.36,0.77,34.56,13.29,21.26,30.18,9.06,21.12,0.53,0.39,0.7,0.71,0.41,0.55,15.79,17.97,0.88,2.97,9.56,194.25,436,151.04,42.25,507,93.92,1127,24.0,288,7.58,91,6425,535.42,1
9,SAC,WE,4,Y,L,,,883,2159,611,816,168,438,388,721,1109,473,690,319,586,77,2545,958,2128,469,622,186,542,308,767,1075,581,759,267,624,206,2571,18,16,34,13,4,5,12,9,11,6800,139066,0.53,74.85,75.62,0.41,0.38,0.75,32.62,11.41,21.21,31.62,9.06,22.56,0.51,0.34,0.7,0.76,0.29,0.45,13.91,17.24,0.81,2.26,9.38,180.54,463,154.52,34.54,449,82.85,1077,22.08,287,5.46,71,6267,482.08,0
10,SAC,WE,6,N,,,,946,2194,586,744,132,389,391,763,1154,540,645,289,584,98,2610,994,2221,479,586,223,604,326,702,1028,627,704,262,576,147,2690,12,22,34,7,10,5,12,6,14,6850,131654,0.35,76.76,79.12,0.43,0.34,0.79,33.94,11.5,22.44,30.24,9.59,20.65,0.53,0.36,0.7,0.41,0.29,0.3,15.88,17.18,0.92,2.88,8.5,183.46,567,159.38,39.46,513,84.69,1101,19.69,256,7.0,91,6216,478.15,0
4,SAS,WE,6,N,,,,792,2068,538,736,93,315,350,795,1145,428,728,187,513,167,2215,867,2176,544,745,149,482,389,783,1172,530,669,275,424,140,2427,12,22,34,9,8,3,14,10,14,6825,176526,0.35,65.15,71.38,0.38,0.3,0.73,33.68,10.29,23.38,34.47,11.44,23.03,0.49,0.31,0.67,0.53,0.18,0.42,12.59,15.09,0.83,4.91,5.5,201.36,470,161.66,38.91,428,104.09,1145,17.0,187,15.18,167,6825,620.45,0
5,SAS,WE,7,N,,,,812,1940,488,628,79,247,302,701,1003,493,628,272,513,106,2191,888,2003,416,564,172,469,324,710,1034,575,624,280,492,129,2364,9,25,34,6,11,3,14,6,16,6875,142717,0.26,64.44,69.53,0.42,0.32,0.78,29.5,8.88,20.62,30.41,9.53,20.88,0.49,0.3,0.68,0.35,0.18,0.27,14.5,15.09,0.96,3.12,8.0,146.07,440,135.07,32.87,493,66.87,1003,18.13,272,7.07,106,6875,458.33,0
6,SAS,WE,7,N,,,,764,1833,503,652,110,339,256,690,946,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,1055,563,685,283,429,148,2401,7,27,34,5,12,2,15,3,19,6800,135054,0.21,62.97,70.62,0.42,0.32,0.77,27.82,7.53,20.29,31.03,10.32,20.71,0.47,0.27,0.66,0.29,0.12,0.14,12.74,15.74,0.81,2.65,5.74,153.58,388,131.7,35.58,427,64.25,771,15.5,186,3.83,46,6127,510.58,0
7,SAS,WE,6,N,,,,915,2255,504,672,189,556,354,814,1168,540,610,246,488,83,2523,974,2262,490,640,165,459,372,865,1237,560,641,254,480,129,2603,13,21,34,6,11,7,10,10,10,6800,125749,0.38,74.21,76.56,0.41,0.34,0.75,34.35,10.41,23.94,36.38,10.94,25.44,0.49,0.29,0.69,0.35,0.41,0.5,15.88,14.35,1.11,2.44,7.24,203.2,408,144.07,49.2,492,91.8,918,22.3,223,5.3,53,5620,562.0,1
8,SAS,WE,2,Y,W,L,,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,20,14,34,9,8,11,6,13,9,6875,128680,0.59,74.03,73.06,0.42,0.37,0.8,31.97,9.5,22.47,33.44,10.62,22.82,0.49,0.29,0.68,0.53,0.65,0.59,16.68,16.41,1.02,3.82,8.32,200.0,553,193.68,50.0,500,93.2,932,23.4,234,11.5,115,5828,582.8,1
9,SAS,WE,1,Y,W,W,L,901,2080,561,694,183,539,246,847,1093,601,602,272,525,150,2546,904,2271,471,634,139,483,389,817,1206,500,666,278,528,109,2418,24,10,34,15,2,9,8,10,10,6850,135722,0.71,74.88,71.12,0.43,0.34,0.81,32.15,7.24,24.91,35.47,11.44,24.03,0.48,0.23,0.69,0.88,0.53,0.5,17.68,15.44,1.14,4.41,8.0,191.83,582,222.98,45.25,543,81.83,982,19.67,236,10.75,129,5944,495.33,1
10,SAS,WE,4,Y,L,,,936,2190,487,626,256,739,281,768,1049,598,596,257,509,116,2615,1000,2279,488,620,173,499,364,824,1188,529,643,268,502,120,2661,15,19,34,10,7,5,12,10,10,6950,127957,0.44,76.91,78.26,0.43,0.35,0.78,30.85,8.26,22.59,34.94,10.71,24.24,0.47,0.25,0.68,0.59,0.29,0.5,17.59,14.97,1.17,3.41,7.56,266.56,604,193.11,62.22,560,104.67,942,25.56,230,10.78,97,6116,679.56,0
1,SEA,WE,8,N,,,,667,1740,379,561,109,364,256,537,793,390,648,255,525,93,1822,778,1721,498,654,117,334,288,721,1009,506,618,284,529,123,2171,6,26,32,4,12,2,14,4,17,6475,142594,0.19,56.94,67.84,0.38,0.3,0.68,24.78,8.0,16.78,31.53,9.0,22.53,0.44,0.26,0.65,0.25,0.12,0.19,12.19,16.41,0.74,2.91,7.97,130.14,222,69.5,27.86,390,56.64,793,18.21,255,6.64,93,6475,462.5,0
2,SEA,WE,8,N,,,,689,1821,415,606,128,412,306,585,891,412,605,273,431,127,1921,753,1750,417,559,125,325,296,756,1052,492,588,228,519,127,2048,10,22,32,5,11,5,11,6,15,6550,95257,0.31,60.03,64.0,0.38,0.31,0.68,27.84,9.56,18.28,32.88,9.25,23.62,0.46,0.29,0.66,0.31,0.31,0.29,12.88,13.47,0.96,3.97,8.53,147.77,442,124.82,31.69,412,68.54,891,21.0,273,9.77,127,6550,503.85,1
3,SEA,WE,4,Y,L,,,794,1948,418,543,182,506,362,633,995,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,969,488,563,254,531,125,2103,17,15,32,10,6,7,9,10,11,6450,111774,0.53,68.38,65.72,0.41,0.36,0.77,31.09,11.31,19.78,30.28,9.59,20.69,0.51,0.35,0.67,0.62,0.44,0.48,16.06,14.91,1.08,4.72,8.81,145.87,482,154.93,34.27,514,66.33,995,18.8,282,10.07,151,6450,430.0,0
4,SEA,WE,5,N,,,,890,2045,442,567,166,500,342,732,1074,548,644,232,465,138,2388,844,2039,441,591,145,437,352,689,1041,456,570,245,459,104,2274,18,16,34,13,4,5,12,11,13,6850,120857,0.53,70.24,66.88,0.44,0.33,0.78,31.59,10.06,21.53,30.62,10.35,20.26,0.51,0.33,0.68,0.76,0.29,0.46,16.12,13.68,1.18,4.06,6.82,170.57,698,194.88,39.14,548,76.71,1074,16.57,232,9.86,138,6850,489.29,1
5,SEA,WE,2,Y,W,W,W,873,2025,524,676,167,439,350,709,1059,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,982,507,678,252,527,137,2264,20,14,34,13,4,7,10,13,9,6825,134291,0.59,71.68,66.59,0.43,0.38,0.78,31.15,10.29,20.85,28.88,8.91,19.97,0.52,0.34,0.7,0.76,0.41,0.59,16.24,14.68,1.11,3.85,8.88,203.08,634,198.88,46.0,552,88.25,1059,25.17,302,10.92,131,6825,568.75,1
6,SEA,WE,2,Y,L,,,906,2066,544,688,142,429,323,776,1099,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,1020,568,691,267,438,154,2407,20,14,34,14,3,6,11,13,9,6825,151150,0.59,73.47,70.79,0.44,0.33,0.79,32.32,9.5,22.82,30.0,9.82,20.18,0.52,0.32,0.7,0.82,0.35,0.59,15.29,15.18,1.01,4.65,5.91,192.15,597,180.22,40.0,520,84.54,1099,15.46,201,12.15,158,6825,525.0,1
7,SEA,WE,4,Y,L,,,961,2124,562,712,160,475,327,821,1148,514,682,232,570,127,2644,940,2218,531,707,164,484,322,709,1031,520,683,297,485,115,2575,18,16,34,9,8,9,8,10,10,6800,145664,0.53,77.76,75.74,0.45,0.34,0.79,33.76,9.62,24.15,30.32,9.47,20.85,0.53,0.32,0.72,0.53,0.53,0.5,15.12,16.76,0.9,3.74,6.82,188.86,585,186.7,36.71,514,82.0,1148,16.57,232,9.07,127,6800,485.71,1
8,SEA,WE,4,Y,L,,,964,2210,582,715,224,639,344,820,1164,533,620,242,533,151,2734,987,2321,478,586,195,528,333,761,1094,591,642,272,495,112,2647,17,17,34,12,5,5,12,11,11,6825,135553,0.5,80.41,77.85,0.44,0.35,0.81,34.24,10.12,24.12,32.18,9.79,22.38,0.52,0.31,0.71,0.71,0.29,0.5,15.68,15.68,1.0,4.44,7.12,195.29,739,218.22,38.07,533,83.14,1164,17.29,242,10.79,151,6827,487.64,1
9,SEA,WE,2,Y,L,,,899,2112,552,728,143,453,340,822,1162,530,684,269,526,140,2493,861,2164,512,680,172,539,332,760,1092,498,674,263,515,115,2406,22,12,34,16,1,6,11,13,7,6800,140503,0.65,73.32,70.76,0.43,0.32,0.76,34.18,10.0,24.18,32.12,9.76,22.35,0.52,0.31,0.71,0.94,0.35,0.65,15.59,15.47,1.01,4.12,7.91,178.07,465,156.06,37.86,530,83.0,1162,19.21,269,10.0,140,6799,485.64,1
10,SEA,WE,2,Y,L,,,909,2116,555,707,171,486,316,788,1104,536,710,276,555,150,2544,882,2150,510,671,202,585,332,746,1078,517,672,275,555,131,2476,20,14,34,13,4,7,10,13,7,7025,133858,0.59,74.82,72.82,0.43,0.35,0.79,32.47,9.29,23.18,31.71,9.76,21.94,0.51,0.3,0.7,0.76,0.41,0.65,15.76,16.32,0.97,4.41,8.12,195.69,499,185.21,41.23,536,84.92,1104,21.23,276,11.54,150,7026,540.46,0
1,UTA,WE,5,N,,,,858,1896,609,790,88,262,348,732,1080,522,698,214,544,157,2413,860,1964,531,721,156,448,313,598,911,503,702,301,437,112,2407,18,14,32,12,4,6,10,13,8,6400,103442,0.56,75.41,75.22,0.45,0.34,0.77,33.75,10.88,22.88,28.47,9.78,18.69,0.54,0.37,0.7,0.75,0.38,0.62,16.31,17.0,0.96,4.91,6.69,172.36,543,174.68,37.29,522,77.14,1080,15.29,214,11.21,157,6400,457.14,1
2,UTA,WE,3,Y,L,,,811,1849,507,675,78,244,295,775,1070,524,622,202,493,156,2207,789,1976,489,660,125,429,344,630,974,478,645,275,390,148,2192,19,13,32,9,7,10,6,11,10,6475,110507,0.59,68.97,68.5,0.44,0.32,0.75,33.44,9.22,24.22,30.44,10.75,19.69,0.52,0.32,0.69,0.56,0.62,0.52,16.38,15.41,1.06,4.88,6.31,183.92,439,161.87,43.67,524,89.17,1070,16.83,202,13.0,156,6475,539.58,1
3,UTA,WE,3,Y,W,,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,20,12,32,12,4,8,8,12,9,6450,118720,0.62,75.56,73.25,0.44,0.36,0.76,33.38,10.84,22.53,31.44,11.28,20.16,0.51,0.35,0.67,0.75,0.5,0.57,14.94,16.31,0.92,5.56,7.12,186.0,503,190.4,36.77,478,82.15,1068,17.54,228,13.69,178,6450,496.15,0
1,WAS,EA,4,Y,L,,,832,1813,403,578,109,335,300,646,946,521,597,245,506,126,2176,845,1875,382,555,149,397,299,612,911,513,595,261,456,102,2221,14,18,32,7,9,7,9,13,8,6400,244134,0.44,68.0,69.41,0.46,0.33,0.7,29.56,9.38,20.19,28.47,9.34,19.12,0.51,0.33,0.68,0.44,0.44,0.62,16.28,15.81,1.03,3.94,7.66,167.38,561,194.33,40.08,521,72.77,946,18.85,245,9.69,126,6400,492.31,0
2,WAS,EA,8,N,,,,739,1915,333,504,117,418,356,699,1055,424,537,257,495,127,1928,791,1945,347,467,146,408,331,737,1068,487,543,261,454,103,2075,10,22,32,8,8,2,14,4,17,6500,246667,0.31,60.25,64.84,0.39,0.28,0.66,32.97,11.12,21.84,33.38,10.34,23.03,0.5,0.33,0.68,0.5,0.12,0.19,13.25,15.47,0.86,3.97,8.03,137.71,486,148.21,30.29,424,75.36,1055,18.36,257,9.07,127,6500,464.29,1
3,WAS,EA,3,Y,W,,,806,1910,359,478,164,443,330,708,1038,516,583,221,455,94,2135,786,1903,397,538,147,446,309,680,989,442,570,237,441,101,2116,17,15,32,9,7,8,8,12,9,6450,259237,0.53,66.72,66.12,0.42,0.37,0.75,32.44,10.31,22.12,30.91,9.66,21.25,0.51,0.33,0.7,0.56,0.5,0.57,16.12,14.22,1.13,2.94,6.91,152.5,397,133.03,36.86,516,74.14,1038,15.79,221,6.71,94,6450,460.71,0
4,WAS,EA,7,N,,,,896,2191,381,507,157,505,382,703,1085,568,676,213,462,99,2330,909,2033,509,691,171,482,334,781,1115,591,565,251,468,119,2498,9,25,34,3,14,6,11,7,17,6875,238710,0.26,68.53,73.47,0.41,0.31,0.75,31.91,11.24,20.68,32.79,9.82,22.97,0.49,0.33,0.68,0.18,0.35,0.29,16.71,13.59,1.23,2.91,6.26,166.43,554,171.0,40.57,568,77.5,1085,15.21,213,7.07,99,6875,491.07,1
5,WAS,EA,4,Y,L,,,873,2088,474,661,105,283,337,726,1063,467,652,255,424,128,2325,864,2013,510,686,146,425,336,770,1106,534,627,237,492,111,2384,17,17,34,11,6,6,11,9,11,6850,214448,0.5,68.38,70.12,0.42,0.37,0.72,31.26,9.91,21.35,32.53,9.88,22.65,0.49,0.3,0.68,0.65,0.35,0.45,13.74,12.47,1.1,3.76,7.5,193.75,446,141.69,38.92,467,88.58,1063,21.25,255,10.67,128,6850,570.83,0
6,WAS,EA,5,N,,,,847,1968,388,546,181,510,266,677,943,517,697,260,435,76,2263,833,1872,489,648,150,433,267,757,1024,545,638,205,504,108,2305,16,18,34,10,7,6,11,9,11,6900,171501,0.47,66.56,67.79,0.43,0.35,0.71,27.74,7.82,19.91,30.12,7.85,22.26,0.48,0.26,0.72,0.59,0.35,0.45,15.21,12.79,1.19,2.24,7.65,174.08,422,161.4,39.77,517,72.54,943,20.0,260,5.85,76,6900,530.77,1
7,WAS,EA,4,Y,L,,,1016,2199,528,715,187,522,330,770,1100,576,784,306,541,113,2747,909,2102,635,851,204,553,321,720,1041,583,687,252,573,89,2657,18,16,34,13,4,5,12,12,8,6850,133255,0.53,80.79,78.15,0.46,0.36,0.74,32.35,9.71,22.65,30.62,9.44,21.18,0.51,0.31,0.71,0.76,0.29,0.6,16.94,15.91,1.06,3.32,9.0,228.92,614,179.43,48.0,576,91.67,1100,25.5,306,9.42,113,6850,570.83,0
8,WAS,EA,5,N,,,,877,2170,668,839,163,528,335,783,1118,472,763,282,571,133,2585,924,2216,616,801,175,520,383,825,1208,549,762,256,579,103,2639,16,18,34,8,9,8,9,8,12,6900,133255,0.47,76.03,77.62,0.4,0.31,0.8,32.88,9.85,23.03,35.53,11.26,24.26,0.48,0.29,0.67,0.47,0.47,0.4,13.88,16.79,0.83,3.91,8.29,172.33,622,187.48,31.47,472,74.53,1118,18.8,282,8.87,133,6891,459.4,0
9,WAS,EA,6,N,,,,885,2131,435,659,163,460,362,770,1132,483,757,241,637,93,2368,929,2096,563,760,180,528,306,787,1093,542,708,314,530,146,2601,10,24,34,6,11,4,13,6,14,6825,154637,0.29,69.65,76.5,0.42,0.35,0.66,33.29,10.65,22.65,32.15,9.0,23.15,0.51,0.32,0.72,0.35,0.24,0.3,14.21,18.74,0.76,2.74,7.09,148.0,532,157.05,30.19,483,70.75,1132,15.06,241,5.81,93,6825,426.56,1
10,WAS,EA,4,Y,L,,,933,2205,580,827,139,426,388,803,1191,453,725,314,607,118,2585,945,2184,570,755,162,478,322,789,1111,524,778,315,576,156,2622,16,18,34,11,6,5,12,10,12,6875,192747,0.47,76.03,77.12,0.42,0.33,0.7,35.03,11.41,23.62,32.68,9.47,23.21,0.52,0.33,0.71,0.65,0.29,0.45,13.32,17.85,0.75,3.47,9.24,215.42,492,168.12,37.75,453,99.25,1191,26.17,314,9.83,118,6873,572.75,0
