playerID,year,stint,tmID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,num_awards
nygaava01w,4,0,LAS,29.0,22.0,443.0,120.0,27.0,40.0,67.0,9.0,11.0,1.0,13.0,49.0,101.0,43.0,13.0,10.0,64.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ogayu01w,9,0,PHO,26.3,13.75,549.16,209.96,28.39,66.05,94.44,44.4,21.72,10.61,42.77,53.46,179.59,76.48,55.67,42.66,40.99,14.34,0.44,2.46,1.36,56.15,22.09,2.92,7.19,10.11,4.72,1.89,1.15,3.64,5.21,19.28,8.05,5.13,3.95,5.4,2.05,0.05,0.07
ohldeni01w,5,0,MIN,28.7,17.01,651.85,232.97,33.24,71.39,104.63,51.13,24.66,12.93,46.39,61.6,201.87,85.06,63.94,47.89,44.05,14.97,0.58,2.22,1.39,53.69,18.96,2.43,6.16,8.59,4.55,1.83,1.16,3.5,5.1,16.68,6.86,5.2,4.12,3.5,1.13,0.02,0.06
ohldeni01w,6,0,MIN,34.0,34.0,1018.0,397.0,83.0,111.0,194.0,60.0,16.0,45.0,74.0,103.0,308.0,136.0,177.0,125.0,2.0,0.0,1.0,2.0,2.0,74.0,28.0,4.0,6.0,10.0,9.0,1.0,0.0,6.0,5.0,23.0,11.0,10.0,6.0,0.0,0.0,0.0,0.0
ohldeni01w,7,0,MIN,34.0,34.0,1038.0,382.0,63.0,131.0,194.0,78.0,21.0,22.0,84.0,92.0,292.0,133.0,142.0,116.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ohldeni01w,8,0,MIN,34.0,34.0,870.0,327.0,61.0,129.0,190.0,54.0,20.0,25.0,74.0,99.0,265.0,120.0,131.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ohldeni01w,9,0,MIN,34.0,34.0,922.0,392.0,69.0,139.0,208.0,56.0,17.0,20.0,82.0,127.0,342.0,128.0,161.0,136.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ohldeni01w,10,0,PHO,34.0,34.0,559.0,197.0,44.0,68.0,112.0,45.0,10.0,22.0,50.0,88.0,161.0,73.0,65.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oneilkr01w,9,0,SEA,26.3,13.75,549.16,209.96,28.39,66.05,94.44,44.4,21.72,10.61,42.77,53.46,179.59,76.48,55.67,42.66,40.99,14.34,0.44,2.46,1.36,56.15,22.09,2.92,7.19,10.11,4.72,1.89,1.15,3.64,5.21,19.28,8.05,5.13,3.95,5.4,2.05,0.05,0.07
osipoir01w,7,0,DET,25.54,14.06,551.91,185.83,24.96,56.79,81.75,42.45,20.43,9.74,39.28,53.91,160.15,67.6,52.41,38.9,34.99,11.74,0.55,2.0,1.09,44.98,14.88,1.82,4.73,6.55,3.21,1.47,0.67,2.84,4.28,12.66,5.27,4.5,3.36,2.66,0.98,0.04,0.04
owenssh01w,3,0,CHA,31.0,16.0,605.0,131.0,47.0,50.0,97.0,21.0,11.0,26.0,54.0,95.0,131.0,51.0,54.0,29.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pageda01w,9,0,CON,26.3,13.75,549.16,209.96,28.39,66.05,94.44,44.4,21.72,10.61,42.77,53.46,179.59,76.48,55.67,42.66,40.99,14.34,0.44,2.46,1.36,56.15,22.09,2.92,7.19,10.11,4.72,1.89,1.15,3.64,5.21,19.28,8.05,5.13,3.95,5.4,2.05,0.05,0.07
pagemu01w,2,0,WAS,32.0,32.0,1046.0,314.0,79.0,129.0,208.0,64.0,23.0,32.0,63.0,103.0,222.0,131.0,92.0,52.0,0.0,0.0,2.0,2.0,2.0,69.0,11.0,2.0,4.0,6.0,1.0,2.0,0.0,4.0,5.0,9.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0
pagemu01w,3,0,WAS,32.0,32.0,989.0,225.0,74.0,103.0,177.0,55.0,30.0,36.0,60.0,88.0,231.0,100.0,36.0,21.0,17.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pagemu01w,4,0,WAS,32.0,15.0,750.0,208.0,55.0,100.0,155.0,37.0,14.0,15.0,45.0,79.0,195.0,88.0,53.0,30.0,4.0,2.0,0.0,5.0,0.0,113.0,48.0,6.0,16.0,22.0,4.0,1.0,4.0,3.0,12.0,27.0,17.0,15.0,14.0,0.0,0.0,0.0,0.0
pagemu01w,5,0,WAS,34.0,34.0,850.0,213.0,62.0,90.0,152.0,35.0,18.0,24.0,41.0,101.0,220.0,83.0,56.0,42.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pagemu01w,6,0,WAS,33.0,19.0,809.0,184.0,40.0,100.0,140.0,36.0,25.0,16.0,30.0,85.0,175.0,81.0,40.0,22.0,3.0,0.0,1.0,3.0,3.0,90.0,11.0,3.0,11.0,14.0,4.0,0.0,1.0,3.0,5.0,16.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
pagemu01w,7,0,LAS,34.0,4.0,589.0,108.0,21.0,62.0,83.0,25.0,15.0,9.0,23.0,56.0,119.0,47.0,8.0,8.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pagemu01w,8,0,LAS,34.0,4.0,690.0,167.0,40.0,81.0,121.0,33.0,17.0,9.0,30.0,63.0,140.0,66.0,46.0,35.0,3.0,0.0,1.0,5.0,1.0,118.0,28.0,10.0,13.0,23.0,3.0,3.0,2.0,2.0,11.0,29.0,9.0,11.0,9.0,2.0,1.0,0.0,0.0
pagemu01w,9,0,LAS,34.0,8.0,627.0,163.0,33.0,78.0,111.0,45.0,14.0,9.0,25.0,68.0,170.0,71.0,24.0,19.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paigeyo01w,6,0,IND,26.65,15.15,595.55,202.63,28.15,62.64,90.79,45.87,22.75,11.35,41.56,56.01,175.03,74.17,56.05,41.7,35.87,12.58,0.49,2.27,1.3,51.9,17.12,2.49,5.36,7.85,3.75,2.1,1.04,3.58,4.45,15.18,6.27,4.4,3.37,3.32,1.21,0.01,0.04
paliesa01w,7,0,DET,25.54,14.06,551.91,185.83,24.96,56.79,81.75,42.45,20.43,9.74,39.28,53.91,160.15,67.6,52.41,38.9,34.99,11.74,0.55,2.0,1.09,44.98,14.88,1.82,4.73,6.55,3.21,1.47,0.67,2.84,4.28,12.66,5.27,4.5,3.36,2.66,0.98,0.04,0.04
palmewe01w,2,0,DET,32.0,30.0,914.0,441.0,67.0,152.0,219.0,39.0,20.0,10.0,65.0,112.0,373.0,167.0,135.0,95.0,48.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palmewe01w,3,1,DET,22.0,22.0,651.0,233.0,38.0,116.0,154.0,23.0,23.0,4.0,48.0,64.0,215.0,91.0,59.0,40.0,33.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palmewe01w,3,2,ORL,16.0,16.0,464.0,184.0,27.0,69.0,96.0,20.0,13.0,2.0,34.0,44.0,153.0,65.0,53.0,35.0,60.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palmewe01w,4,0,CON,16.0,16.0,501.0,180.0,20.0,73.0,93.0,21.0,22.0,6.0,23.0,46.0,148.0,65.0,39.0,27.0,60.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palmewe01w,5,0,CON,32.0,1.0,433.0,149.0,29.0,77.0,106.0,16.0,11.0,3.0,35.0,62.0,147.0,58.0,28.0,23.0,46.0,10.0,0.0,4.0,0.0,64.0,29.0,1.0,11.0,12.0,3.0,0.0,0.0,7.0,9.0,22.0,13.0,3.0,2.0,4.0,1.0,0.0,0.0
palmewe01w,6,0,SAS,33.0,33.0,786.0,297.0,47.0,135.0,182.0,30.0,23.0,5.0,40.0,77.0,253.0,108.0,85.0,68.0,41.0,13.0,0.0,8.0,8.0,156.0,44.0,10.0,25.0,35.0,1.0,3.0,3.0,8.0,11.0,49.0,18.0,8.0,5.0,12.0,3.0,0.0,1.0
palmewe01w,7,0,SEA,34.0,29.0,882.0,326.0,53.0,140.0,193.0,33.0,20.0,7.0,42.0,74.0,242.0,125.0,70.0,52.0,56.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palmewe01w,8,0,SEA,5.0,2.0,120.0,47.0,13.0,25.0,38.0,3.0,5.0,3.0,10.0,17.0,33.0,16.0,19.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parisco01w,10,0,SAC,28.09,16.51,621.77,243.43,31.76,73.59,105.35,52.2,25.52,12.22,47.11,63.24,204.69,87.19,69.31,52.68,47.79,16.38,0.56,2.5,1.31,55.1,20.23,2.49,6.44,8.93,4.32,1.95,1.01,4.04,5.19,17.52,7.26,5.39,4.28,4.31,1.42,0.02,0.05
parkeca01w,9,0,LAS,26.3,13.75,549.16,209.96,28.39,66.05,94.44,44.4,21.72,10.61,42.77,53.46,179.59,76.48,55.67,42.66,40.99,14.34,0.44,2.46,1.36,56.15,22.09,2.92,7.19,10.11,4.72,1.89,1.15,3.64,5.21,19.28,8.05,5.13,3.95,5.4,2.05,0.05,0.07
parkeca01w,10,0,LAS,33.0,33.0,1109.0,610.0,84.0,229.0,313.0,113.0,42.0,75.0,93.0,91.0,442.0,231.0,187.0,137.0,26.0,11.0,2.0,6.0,6.0,219.0,90.0,20.0,39.0,59.0,23.0,9.0,13.0,17.0,16.0,74.0,34.0,29.0,22.0,7.0,0.0,0.0,2.0
pascafl01w,9,0,SEA,26.3,13.75,549.16,209.96,28.39,66.05,94.44,44.4,21.72,10.61,42.77,53.46,179.59,76.48,55.67,42.66,40.99,14.34,0.44,2.46,1.36,56.15,22.09,2.92,7.19,10.11,4.72,1.89,1.15,3.64,5.21,19.28,8.05,5.13,3.95,5.4,2.05,0.05,0.07
pavlimi01w,2,0,UTA,27.47,15.65,612.86,211.84,30.0,62.37,92.37,47.2,24.88,10.88,46.06,62.03,178.46,77.47,60.54,44.63,37.18,12.27,0.68,1.69,0.94,39.12,12.03,2.0,4.03,6.03,2.86,1.51,0.62,2.58,3.48,10.52,4.54,2.79,2.14,2.45,0.81,0.03,0.02
pavlimi01w,4,0,PHO,10.0,0.0,21.0,1.0,0.0,6.0,6.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
payeka01w,2,0,MIN,28.0,12.0,408.0,56.0,3.0,27.0,30.0,38.0,8.0,6.0,28.0,49.0,58.0,19.0,9.0,6.0,41.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
payeka01w,3,0,SEA,32.0,16.0,652.0,91.0,7.0,54.0,61.0,97.0,21.0,0.0,46.0,55.0,78.0,30.0,16.0,11.0,56.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penicti01w,2,0,SAC,30.0,30.0,936.0,208.0,12.0,77.0,89.0,236.0,70.0,6.0,71.0,71.0,185.0,68.0,107.0,62.0,50.0,10.0,1.0,2.0,2.0,77.0,16.0,2.0,5.0,7.0,14.0,4.0,0.0,6.0,10.0,16.0,4.0,6.0,5.0,6.0,3.0,1.0,0.0
penicti01w,3,0,SAC,23.0,22.0,744.0,144.0,6.0,80.0,86.0,172.0,40.0,8.0,64.0,58.0,124.0,42.0,64.0,49.0,42.0,11.0,1.0,5.0,5.0,163.0,31.0,3.0,16.0,19.0,33.0,3.0,4.0,9.0,9.0,40.0,10.0,4.0,4.0,19.0,7.0,0.0,0.0
penicti01w,4,0,SAC,24.0,24.0,853.0,203.0,7.0,95.0,102.0,192.0,64.0,1.0,69.0,49.0,159.0,60.0,103.0,75.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penicti01w,5,0,SAC,34.0,34.0,1089.0,183.0,29.0,90.0,119.0,229.0,61.0,1.0,81.0,76.0,205.0,62.0,76.0,44.0,60.0,15.0,1.0,6.0,6.0,143.0,25.0,1.0,13.0,14.0,18.0,6.0,3.0,7.0,12.0,24.0,8.0,8.0,7.0,8.0,2.0,0.0,0.0
penicti01w,6,0,SAC,33.0,32.0,970.0,199.0,14.0,88.0,102.0,163.0,64.0,2.0,72.0,64.0,178.0,63.0,70.0,50.0,68.0,23.0,0.0,6.0,6.0,193.0,25.0,4.0,16.0,20.0,32.0,15.0,2.0,19.0,17.0,27.0,6.0,16.0,11.0,15.0,2.0,0.0,0.0
penicti01w,7,0,SAC,34.0,33.0,927.0,195.0,8.0,89.0,97.0,149.0,48.0,6.0,67.0,64.0,172.0,54.0,100.0,79.0,41.0,8.0,0.0,6.0,6.0,162.0,32.0,2.0,22.0,24.0,31.0,6.0,1.0,14.0,9.0,31.0,10.0,15.0,12.0,4.0,0.0,0.0,0.0
penicti01w,8,0,SAC,34.0,34.0,846.0,183.0,10.0,81.0,91.0,116.0,58.0,2.0,67.0,56.0,171.0,58.0,77.0,61.0,31.0,6.0,0.0,9.0,9.0,213.0,45.0,0.0,21.0,21.0,34.0,11.0,0.0,11.0,14.0,51.0,15.0,17.0,11.0,14.0,4.0,0.0,1.0
penicti01w,9,0,SAC,32.0,32.0,757.0,181.0,18.0,65.0,83.0,144.0,49.0,1.0,60.0,59.0,188.0,59.0,73.0,60.0,14.0,3.0,1.0,3.0,3.0,69.0,18.0,3.0,4.0,7.0,15.0,7.0,0.0,10.0,9.0,22.0,6.0,10.0,6.0,3.0,0.0,0.0,0.0
penicti01w,10,0,SAC,33.0,33.0,856.0,284.0,19.0,80.0,99.0,172.0,67.0,4.0,87.0,80.0,222.0,83.0,136.0,110.0,28.0,8.0,1.0,3.0,3.0,94.0,41.0,2.0,10.0,12.0,19.0,7.0,1.0,5.0,7.0,37.0,18.0,3.0,2.0,4.0,3.0,0.0,0.0
pennjo01w,4,0,WAS,26.12,15.6,604.13,208.08,28.55,61.69,90.24,47.04,23.71,11.16,42.62,55.83,178.36,75.29,57.52,43.31,41.07,14.19,0.53,1.78,1.11,44.72,16.41,2.01,4.64,6.66,3.96,1.6,0.72,2.72,3.83,13.91,6.03,4.09,3.11,3.47,1.23,0.02,0.05
pennjo01w,5,0,SAS,30.0,0.0,288.0,86.0,19.0,33.0,52.0,16.0,15.0,1.0,20.0,28.0,78.0,31.0,33.0,22.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perkiji01w,5,0,CHA,28.7,17.01,651.85,232.97,33.24,71.39,104.63,51.13,24.66,12.93,46.39,61.6,201.87,85.06,63.94,47.89,44.05,14.97,0.58,2.22,1.39,53.69,18.96,2.43,6.16,8.59,4.55,1.83,1.16,3.5,5.1,16.68,6.86,5.2,4.12,3.5,1.13,0.02,0.06
perkiji01w,6,0,CHA,4.0,0.0,17.0,3.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,5.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perkiji01w,7,0,CHI,30.0,11.0,464.0,150.0,24.0,20.0,44.0,32.0,29.0,9.0,32.0,45.0,151.0,64.0,30.0,19.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perkiji01w,8,0,CHI,30.0,27.0,841.0,282.0,33.0,74.0,107.0,97.0,43.0,13.0,56.0,72.0,299.0,105.0,67.0,54.0,65.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perkiji01w,9,0,CHI,33.0,5.0,762.0,386.0,30.0,80.0,110.0,75.0,50.0,7.0,51.0,65.0,330.0,153.0,53.0,41.0,90.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perkiji01w,10,0,CHI,34.0,34.0,1083.0,577.0,44.0,93.0,137.0,96.0,64.0,10.0,61.0,76.0,488.0,213.0,119.0,106.0,124.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pettibr01w,2,0,PHO,32.0,6.0,583.0,189.0,19.0,41.0,60.0,46.0,31.0,4.0,39.0,62.0,168.0,60.0,61.0,49.0,75.0,20.0,1.0,2.0,0.0,41.0,21.0,1.0,4.0,5.0,6.0,1.0,0.0,3.0,7.0,18.0,7.0,2.0,2.0,11.0,5.0,0.0,0.0
pettibr01w,3,0,IND,32.0,1.0,497.0,172.0,30.0,30.0,60.0,50.0,28.0,4.0,38.0,47.0,159.0,53.0,56.0,46.0,63.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pettibr01w,4,0,IND,32.0,0.0,375.0,113.0,17.0,22.0,39.0,17.0,8.0,0.0,24.0,22.0,107.0,38.0,39.0,28.0,43.0,9.0,0.0,3.0,0.0,43.0,16.0,6.0,3.0,9.0,2.0,0.0,0.0,4.0,0.0,15.0,5.0,7.0,5.0,3.0,1.0,0.0,0.0
pettibr01w,7,0,PHO,31.0,0.0,148.0,49.0,5.0,14.0,19.0,8.0,4.0,1.0,8.0,17.0,52.0,15.0,17.0,13.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
philler01w,7,0,CON,25.54,14.06,551.91,185.83,24.96,56.79,81.75,42.45,20.43,9.74,39.28,53.91,160.15,67.6,52.41,38.9,34.99,11.74,0.55,2.0,1.09,44.98,14.88,1.82,4.73,6.55,3.21,1.47,0.67,2.84,4.28,12.66,5.27,4.5,3.36,2.66,0.98,0.04,0.04
philler01w,9,0,CON,34.0,13.0,615.0,182.0,20.0,53.0,73.0,80.0,29.0,2.0,38.0,38.0,145.0,57.0,50.0,44.0,70.0,24.0,1.0,5.0,1.0,101.0,33.0,1.0,6.0,7.0,7.0,4.0,1.0,6.0,10.0,22.0,10.0,8.0,6.0,13.0,7.0,0.0,0.0
philler01w,10,0,CON,8.0,0.0,86.0,41.0,9.0,8.0,17.0,3.0,4.0,1.0,6.0,7.0,28.0,13.0,11.0,9.0,12.0,6.0,0.0,3.0,0.0,36.0,9.0,0.0,2.0,2.0,5.0,0.0,1.0,1.0,0.0,11.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0
phillta01w,2,0,NYL,31.0,30.0,978.0,427.0,86.0,161.0,247.0,28.0,59.0,21.0,85.0,110.0,364.0,170.0,130.0,85.0,8.0,2.0,5.0,7.0,7.0,222.0,114.0,16.0,37.0,53.0,8.0,12.0,6.0,16.0,26.0,95.0,48.0,23.0,18.0,1.0,0.0,1.0,1.0
phillta01w,3,0,NYL,32.0,32.0,1049.0,489.0,89.0,168.0,257.0,34.0,48.0,17.0,84.0,110.0,410.0,208.0,125.0,73.0,4.0,0.0,0.0,6.0,6.0,202.0,68.0,15.0,34.0,49.0,10.0,9.0,6.0,17.0,17.0,62.0,26.0,34.0,16.0,1.0,0.0,1.0,0.0
phillta01w,4,0,NYL,32.0,31.0,1009.0,451.0,69.0,154.0,223.0,41.0,58.0,14.0,93.0,113.0,373.0,183.0,126.0,85.0,2.0,0.0,2.0,8.0,8.0,249.0,115.0,16.0,31.0,47.0,10.0,9.0,4.0,19.0,26.0,91.0,45.0,35.0,25.0,3.0,0.0,0.0,0.0
phillta01w,5,0,NYL,33.0,32.0,1033.0,372.0,99.0,181.0,280.0,56.0,56.0,28.0,92.0,118.0,358.0,142.0,134.0,87.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phillta01w,6,0,HOU,13.0,13.0,311.0,87.0,28.0,42.0,70.0,16.0,14.0,10.0,33.0,41.0,95.0,33.0,46.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phillta01w,7,0,HOU,32.0,1.0,366.0,111.0,30.0,49.0,79.0,14.0,11.0,8.0,30.0,56.0,94.0,40.0,48.0,31.0,0.0,0.0,0.0,5.0,0.0,53.0,13.0,1.0,8.0,9.0,1.0,1.0,0.0,4.0,6.0,12.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0
phillta01w,8,0,HOU,21.0,2.0,222.0,59.0,12.0,35.0,47.0,4.0,9.0,5.0,23.0,37.0,52.0,20.0,29.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pierspl01w,4,0,PHO,26.12,15.6,604.13,208.08,28.55,61.69,90.24,47.04,23.71,11.16,42.62,55.83,178.36,75.29,57.52,43.31,41.07,14.19,0.53,1.78,1.11,44.72,16.41,2.01,4.64,6.66,3.96,1.6,0.72,2.72,3.83,13.91,6.03,4.09,3.11,3.47,1.23,0.02,0.05
pierspl01w,5,0,PHO,33.0,5.0,602.0,198.0,37.0,43.0,80.0,22.0,19.0,13.0,42.0,87.0,177.0,67.0,101.0,64.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pierspl01w,6,2,DET,31.0,25.0,803.0,290.0,46.0,85.0,131.0,26.0,26.0,17.0,49.0,102.0,253.0,112.0,109.0,66.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pierspl01w,6,1,PHO,23.0,0.0,444.0,178.0,27.0,35.0,62.0,21.0,14.0,6.0,42.0,54.0,126.0,55.0,96.0,67.0,1.0,1.0,0.0,2.0,0.0,20.0,4.0,3.0,3.0,6.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
pierspl01w,7,0,DET,12.0,11.0,318.0,92.0,19.0,40.0,59.0,13.0,10.0,13.0,32.0,39.0,105.0,36.0,29.0,20.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pierspl01w,8,0,DET,34.0,0.0,565.0,220.0,44.0,88.0,132.0,24.0,18.0,14.0,37.0,84.0,180.0,82.0,80.0,56.0,3.0,0.0,0.0,10.0,0.0,189.0,88.0,17.0,37.0,54.0,17.0,6.0,9.0,14.0,27.0,61.0,26.0,51.0,36.0,0.0,0.0,0.0,0.0
pierspl01w,9,0,DET,34.0,0.0,858.0,396.0,70.0,127.0,197.0,59.0,26.0,29.0,79.0,110.0,312.0,149.0,130.0,98.0,5.0,0.0,5.0,11.0,1.0,281.0,123.0,32.0,47.0,79.0,18.0,7.0,12.0,28.0,43.0,109.0,46.0,41.0,30.0,2.0,1.0,2.0,1.0
pierspl01w,10,0,DET,28.0,0.0,649.0,332.0,64.0,72.0,136.0,63.0,24.0,34.0,48.0,99.0,267.0,122.0,117.0,88.0,2.0,0.0,1.0,6.0,0.0,107.0,47.0,7.0,11.0,18.0,10.0,4.0,2.0,11.0,12.0,38.0,18.0,13.0,11.0,0.0,0.0,0.0,0.0
pondeca01w,7,0,PHO,25.54,14.06,551.91,185.83,24.96,56.79,81.75,42.45,20.43,9.74,39.28,53.91,160.15,67.6,52.41,38.9,34.99,11.74,0.55,2.0,1.09,44.98,14.88,1.82,4.73,6.55,3.21,1.47,0.67,2.84,4.28,12.66,5.27,4.5,3.36,2.66,0.98,0.04,0.04
pondeca01w,8,0,PHO,32.0,32.0,1067.0,624.0,37.0,70.0,107.0,98.0,37.0,4.0,45.0,84.0,495.0,219.0,163.0,139.0,126.0,47.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pondeca01w,9,0,PHO,31.0,31.0,966.0,532.0,15.0,97.0,112.0,123.0,29.0,8.0,69.0,59.0,448.0,193.0,135.0,110.0,108.0,36.0,0.0,9.0,9.0,300.0,215.0,11.0,32.0,43.0,52.0,11.0,1.0,17.0,14.0,160.0,74.0,63.0,55.0,38.0,12.0,0.0,1.0
